Nota / Arquivo;Data;Fornecedor;Produto;Quantidade;Unidade;Valor Unitário (R$);Valor Total (R$)
Legal-6-2.pdf;20/06/2026;Legal;MORTAD AURORA FAT 180G;1;UN;6,99;6,99
Legal-6-2.pdf;20/06/2026;Legal;PRES FRIMESA FAT 200G;1;UN;7,99;7,99
Legal-6-2.pdf;20/06/2026;Legal;QJO MUS AUR Z LAC 150G;1;UN;12,99;12,99
Legal-6-2.pdf;20/06/2026;Legal;PASSAT SACCI STUP 300G;1;UN;3,99;3,99
Legal-6-2.pdf;20/06/2026;Legal;MAMAO PAPAIA UNID;1;UN;3,99;3,99
Legal-6-2.pdf;20/06/2026;Legal;MAMAO PAPAIA UNID;1;UN;3,99;3,99
Legal-6-2.pdf;20/06/2026;Legal;BEB LAC TOD CHOC 200ML;1;UN;3,99;3,99
Legal-6-2.pdf;20/06/2026;Legal;BEB LAC TOD CHOC 200ML;1;UN;3,99;3,99
Legal-6-2.pdf;20/06/2026;Legal;LEITE L V PIRA Z INT 1;1;UN;9,49;9,49
Legal-6-2.pdf;20/06/2026;Legal;CAFE BRASILEIRO 250G;1;UN;15,99;15,99
Legal-6-2.pdf;20/06/2026;Legal;CAPPUC 3 COR CLAS S 20;1;UN;2,99;2,99
Legal-6-2.pdf;20/06/2026;Legal;CAPPUC 3 COR CLAS S 20;1;UN;2,99;2,99
Legal-6-2.pdf;20/06/2026;Legal;PAO TECO BAT BOLINH;1;UN;12,49;12,49
Assai m 7.pdf;01/07/2026;Assaí;MIOL ACEM S/O FC kg;0,526;Kg;38,9;20,46
Assai m 7.pdf;01/07/2026;Assaí;MUSCULO RESERVA FC;0,556;Kg;33,9;18,84
Assai m 7.pdf;01/07/2026;Assaí;COSTELINHA RESER FC;2,372;Kg;19,9;47,2
Assai m 7.pdf;01/07/2026;Assaí;CAR BOV FRIBOI ROLHA;1,002;Kg;37,9;37,97
Assai m 7.pdf;01/07/2026;Assaí;CAR FGO 275G PIP NET;1;Un;14,95;14,95
Assai m 7.pdf;01/07/2026;Assaí;M PEITO S/O BELLO FC;6,135;Kg;16,9;103,68
Assai m 7.pdf;01/07/2026;Assaí;FRALDINHA FRIBOI kg;1,414;Kg;37,9;53,59
Assai m 7.pdf;01/07/2026;Assaí;PURAPOLPA 100G GOIAB;6;Un;1,85;11,1
Assai m 7.pdf;01/07/2026;Assaí;POLP NORTE 100G ACER;2;Un;2,29;4,58
Assai m 7.pdf;01/07/2026;Assaí;BANANA NANICA kg;1,165;Kg;4,99;5,81
Assai m 7.pdf;01/07/2026;Assaí;ALHO A GRANEL kg;0,055;Kg;19,9;1,09
Assai m 7.pdf;01/07/2026;Assaí;CEBOLA NAC kg;0,505;Kg;4,79;2,41
Assai m 7.pdf;01/07/2026;Assaí;MAMAO PAPAYA kg;0,835;Kg;14,9;12,44
Assai m 7.pdf;01/07/2026;Assaí;ALFACE CRESPA;1;PC;2,9;2,9
Assai m 7.pdf;01/07/2026;Assaí;HAMB B/FG PERDI 672G;1;Cx;23,55;23,55
Assai m 7.pdf;01/07/2026;Assaí;IOG NEST 90G CALDA M;1;Un;3,95;3,95
Assai m 7.pdf;01/07/2026;Assaí;IOG NEST 90G CALDA M;1;Un;3,95;3,95
Assai m 7.pdf;01/07/2026;Assaí;LING T CALA SAD 400G;1;PC;11,9;11,9
Assai m 7.pdf;01/07/2026;Assaí;CHAND 180G CHOC;1;Un;3,99;3,99
Assai m 7.pdf;01/07/2026;Assaí;RQ BATAVO ZERO 400G;1;Un;18,99;18,99
Assai m 7.pdf;01/07/2026;Assaí;IOG LIQ VIG 800G MOR;1;Un;15,39;15,39
Assai m 7.pdf;01/07/2026;Assaí;MOLICO 280G TOT CALCIO;1;Un;27,19;27,19
Assai m 7.pdf;01/07/2026;Assaí;CR AV NUTELLA 140G;1;Un;12,89;12,89
Assai m 7.pdf;01/07/2026;Assaí;WAF TRELOSO 35G CHOC;4;PC;1,29;5,16
Assai m 7.pdf;01/07/2026;Assaí;WAF TRELOSO 35G MOR;4;PC;1,29;5,16
Assai m 7.pdf;01/07/2026;Assaí;CH BIS 100,8G LEITE;1;Un;8,45;8,45
Assai m 7.pdf;01/07/2026;Assaí;HERSHEYS 82G AO LEIT;1;Un;5,99;5,99
Assai m 7.pdf;01/07/2026;Assaí;BISC TRELO 330G LEIT;1;Un;9,75;9,75
Assai m 7.pdf;01/07/2026;Assaí;AMIDO KIMIMO 200G;1;PC;4,19;4,19
Assai m 7.pdf;01/07/2026;Assaí;MASSA RAP10 297G TRA;1;Un;14,89;14,89
Assai m 7.pdf;01/07/2026;Assaí;L COND ITAL Z L 395G;2;Un;7,9;15,8
Assai m 7.pdf;01/07/2026;Assaí;CR LTE ITAL200G ZERO;2;Un;3,79;7,58
Assai m 7.pdf;01/07/2026;Assaí;CAP 3CORAC 20G CLAS;3;Un;1,89;5,67
Assai m 7.pdf;01/07/2026;Assaí;CAP 3CORAC 20G CANE;1;Un;1,89;1,89
Assai m 7.pdf;01/07/2026;Assaí;EXT FUGINI 300G;5;Un;2,59;12,95
Assai m 7.pdf;01/07/2026;Assaí;FLOCAO D CLARA 500G;1;PC;1,59;1,59
Assai m 7.pdf;01/07/2026;Assaí;TAPIOCA TERRINHA 1kg;2;PC;10,59;21,18
Assai m 7.pdf;01/07/2026;Assaí;CAF BR POUCH 500G TR;2;PC;23,9;47,8
Assai m 7.pdf;01/07/2026;Assaí;LAYS 62G CLASSICA;1;Un;8,9;8,9
Assai m 7.pdf;01/07/2026;Assaí;BICARB KITANO 80G;1;PC;5,75;5,75
Assai m 7.pdf;01/07/2026;Assaí;F LAC NESTLE 210G;1;PC;9,09;9,09
Assai m 7.pdf;01/07/2026;Assaí;MAC DB 500G SPAG;1;PC;3,95;3,95
Assai m 7.pdf;01/07/2026;Assaí;MAC DB 500G PENNE;1;PC;3,95;3,95
Assai m 7.pdf;01/07/2026;Assaí;PALHA AMAREL 400G;1;Un;13,9;13,9
Assai m 7.pdf;01/07/2026;Assaí;CHOC TWIX MINIS 180G;1;Un;15,9;15,9
Assai m 7.pdf;01/07/2026;Assaí;LTE SEMI NOLAC 1L;1;Un;5,99;5,99
Assai m 7.pdf;01/07/2026;Assaí;M TARE SAKURA 180ML;1;Un;10,79;10,79
Assai m 7.pdf;01/07/2026;Assaí;PAO HAMB BRIOCHE PUL;1;PC;13,9;13,9
Assai m 7.pdf;01/07/2026;Assaí;P HAM PUL C/GER 420G;1;Un;13,9;13,9
Assai m 7.pdf;01/07/2026;Assaí;PAO NUTR 500G FRUTAS;1;Un;19,59;19,59
Assai m 7.pdf;01/07/2026;Assaí;TOALHA SOCIAL 50F C2;1;PC;5,29;5,29
Assai m 7.pdf;01/07/2026;Assaí;P HIG ECONOBOM FD 30;1;PC;16,9;16,9
Assai m 7.pdf;01/07/2026;Assaí;L ROU M BIJ 300ML IN;1;Un;14,6;14,6
Assai m 7.pdf;01/07/2026;Assaí;CR SKALA 1kg JABORAN;1;Pt;11,49;11,49
Assai m 7.pdf;01/07/2026;Assaí;ALG COTTON DISCO 37G;1;PC;7,9;7,9
Assai m 7.pdf;01/07/2026;Assaí;REXONA MEN 200ML INV;1;Un;22,7;22,7
Assai m 7.pdf;01/07/2026;Assaí;REXONA MEN 200ML XT;1;Un;22,7;22,7
Assai m 7.pdf;01/07/2026;Assaí;AP PRESTOB NEW C/2;1;Ct;18,2;18,2
Assai m 7.pdf;01/07/2026;Assaí;D REX S/PERF 150ML;1;Un;23,99;23,99
Assai m 7.pdf;01/07/2026;Assaí;DET LIMPOL 500ML NEU;1;Un;2,85;2,85
Assai m 7.pdf;01/07/2026;Assaí;AGUA SANIT Q BOA 1LT;1;Fr;3,89;3,89
Assai m 7.pdf;01/07/2026;Assaí;ABS S LIVRADAPT /16;1;PC;9,99;9,99
Assai m 7.pdf;01/07/2026;Assaí;TOA PIQUIT HIDR C140;1;Un;10,9;10,9
Assai m 7.pdf;01/07/2026;Assaí;SBT PHEBO 90G FRESC;1;Un;4,55;4,55
Assai m 7.pdf;01/07/2026;Assaí;SBT PHEBO 90G ROSAS;1;Un;4,55;4,55
Assai m 7.pdf;01/07/2026;Assaí;HID NIVEA 200ML MILK;1;Fr;21,55;21,55
Assai m 7.pdf;01/07/2026;Assaí;AZ EX V BORGES 250ML;1;Un;21,39;21,39
Assai m 7.pdf;01/07/2026;Assaí;TAMPICO 450 FR CITRI;2;Un;3,9;7,8
Assai m 7.pdf;01/07/2026;Assaí;GUARANA ANT ZERO 2LT;1;Gf;9,29;9,29
Assai m 7.pdf;01/07/2026;Assaí;COCA COLA S/AC 1,5LT;1;Gf;9,89;9,89
Assai m 7.pdf;01/07/2026;Assaí;V C GARCIA 750ML ROS;1;Gf;79,9;79,9
Frutaria Julio-7-1.pdf;04/07/2026;Frutaria Julio;TOMATE SALADETE;0,422;KG;6,99;2,95
Frutaria Julio-7-1.pdf;04/07/2026;Frutaria Julio;ALFACE HIDROPONICO;1;UN;3;3,00
Frutaria Julio-7-1.pdf;04/07/2026;Frutaria Julio;CHEIRO VERDE;1;UN;1,75;1,75
Frutaria Julio-7-1.pdf;04/07/2026;Frutaria Julio;COUVE VERDE;1;UN;2,5;2,50
Frutaria Julio-7-1.pdf;04/07/2026;Frutaria Julio;GERGELIM MIX SUSHI;1;UN;4,5;4,50
Frutaria Julio-7-1.pdf;04/07/2026;Frutaria Julio;BANANA PRATA;0,584;KG;11,9;6,95
Frutaria Julio-7-1.pdf;04/07/2026;Frutaria Julio;UVA VITORIA BANDEJA;1;UN;6,99;6,99
Legal-7-1.pdf;04/07/2026;Legal;PAO PULLM FORMA TRAD;1;UN;13,99;13,99
Legal-7-1.pdf;04/07/2026;Legal;PAO PULLMAN HAMB BRIO;1;UN;17,99;17,99
Legal-7-1.pdf;04/07/2026;Legal;IOG BAT ZR 1150G;1;UN;18,99;18,99
Legal-7-1.pdf;04/07/2026;Legal;QJO MINAS PIRACANJ 200;1;UN;16,9;16,90
Legal-7-1.pdf;04/07/2026;Legal;MORTAD AURORA FAT 180G;1;UN;6,99;6,99
Legal-7-1.pdf;04/07/2026;Legal;QJO MUS AUR Z LAC 150G;1;UN;12,99;12,99
Legal-7-1.pdf;04/07/2026;Legal;QJO MUS AUR Z LAC 150G;1;UN;12,99;12,99
Legal-7-1.pdf;04/07/2026;Legal;MAND AMARELINHA 1KG;1;UN;8,49;8,49
Frutaria Julio-7-2.pdf;11/07/2026;Frutaria Julio;BANANA PRATA;1,154;KG;11,9;13,73
Frutaria Julio-7-2.pdf;11/07/2026;Frutaria Julio;PRODUTOS 4,99;1;UN;4,99;4,99
Frutaria Julio-7-2.pdf;11/07/2026;Frutaria Julio;ALFACE HIDROPONICO;1;UN;3;3,00
Frutaria Julio-7-2.pdf;11/07/2026;Frutaria Julio;PACOTE DIVERSOS;5;UN;1;5,00
Frutaria Julio-7-2.pdf;11/07/2026;Frutaria Julio;TOMATE LONGA VIDA;0,632;KG;4,99;3,15
Legal-7-2.pdf;11/07/2026;Legal;PAO FRANCES KG;0,275;KG;17,99;4,95
Legal-7-2.pdf;11/07/2026;Legal;ARROZ TIO URBA PARB TP;1;UN;4,99;4,99
Legal-7-2.pdf;11/07/2026;Legal;PRES FRIMESA FAT 200G;1;UN;8,79;8,79
Legal-7-2.pdf;11/07/2026;Legal;MORTAD AURORA FAT 180G;1;UN;6,99;6,99
Legal-7-2.pdf;11/07/2026;Legal;LEMON PEPP KODI FR 40G;1;UN;8,75;8,75
Frutaria Julio-7-3.pdf;19/07/2026;Frutaria Julio;LIMAO;0,202;KG;6,99;1,41
Frutaria Julio-7-3.pdf;19/07/2026;Frutaria Julio;BANANA PRATA;1,184;KG;11,9;14,09
Frutaria Julio-7-3.pdf;19/07/2026;Frutaria Julio;MAMAO FORMOSA;0,84;KG;5,99;5,03
Frutaria Julio-7-3.pdf;19/07/2026;Frutaria Julio;TOMATE LONGA VIDA;0,63;KG;3,99;2,51
Frutaria Julio-7-3.pdf;19/07/2026;Frutaria Julio;CHEIRO VERDE;1;UN;1,75;1,75
Frutaria Julio-7-3.pdf;19/07/2026;Frutaria Julio;ALFACE HIDROPONICO;1;UN;3;3,00
Frutaria Julio-7-3.pdf;19/07/2026;Frutaria Julio;PRODUTOS 4,99;1;UN;4,99;4,99
Frutaria Julio-7-3.pdf;19/07/2026;Frutaria Julio;REPOLHO ROXO;0,428;KG;11,9;5,09
Frutaria Julio-7-3.pdf;19/07/2026;Frutaria Julio;PACOTE DIVERSOS;3;UN;1;3,00
Legal-7-3.pdf;19/07/2026;Legal;MOLHO DAJUDA BARB 400G;1;UN;8,99;8,99
Legal-7-3.pdf;19/07/2026;Legal;LEIT HID PAIXAO BAUNIL;1;UN;12,79;12,79
Legal-7-3.pdf;19/07/2026;Legal;ACAFRAO KODILAR 50G;1;UN;6,99;6,99
Legal-7-3.pdf;19/07/2026;Legal;MARG SAD QUALY S/S 250;1;UN;6,49;6,49
Legal-7-3.pdf;19/07/2026;Legal;QJO MUS AUR Z LAC 150G;1;UN;12,99;12,99
